,s_dur,n_shots,ava_shot_dur,rel_id_loc,rel_t_loc,ava_char_score,is_prot_appear
3,40.74933333333334,8,5.0936666666666675,0.013100436681222707,0.017249200259428474,747.1739080044689,1
4,27.15233333333333,5,5.430466666666666,0.017467248908296942,0.023062398932415636,832.0793528391487,1
5,46.88033333333334,20,2.344016666666667,0.021834061135371178,0.026937864714407074,832.0793528391487,1
6,21.3543333333333,9,2.3727037037037,0.026200873362445413,0.03362480320902362,1214.5812125494022,1
7,19.936333333333323,4,4.984083333333331,0.03056768558951965,0.03667398559747286,1116.5901619545155,1
8,18.89433333333335,6,3.149055555555558,0.034934497816593885,0.03952108625911238,1116.5901619545155,1
9,63.1463333333333,6,10.524388888888884,0.039301310043668124,0.04221968962925984,761.5826634176075,1
10,20.1873333333333,2,10.09366666666665,0.043668122270742356,0.05122472499854994,2085.4593620267638,1
12,21.10433333333333,2,10.552166666666665,0.05240174672489083,0.05434530579682407,2085.4593620267638,1
13,60.72733333333332,13,4.671333333333332,0.056768558951965066,0.05735886023625891,852.6451965717632,1
14,32.65733333333327,13,2.5121025641025594,0.0611353711790393,0.06601915957088558,2085.4593620267638,1
16,23.314333333333366,3,7.771444444444455,0.06986899563318777,0.07097643239675056,2085.4593620267638,1
17,42.12633333333338,5,8.425266666666676,0.07423580786026202,0.07430493790547278,994.5803783242791,1
18,22.60533333333342,2,11.30266666666671,0.07860262008733625,0.08031437532163131,994.5803783242791,1
19,59.47633333333329,9,6.608481481481476,0.08296943231441048,0.08354183996694867,994.5803783242791,1
20,53.1783333333334,4,13.29458333333335,0.08733624454148471,0.09202385704470722,994.5803783242791,1
21,13.930333333333351,5,2.7860666666666702,0.09170305676855896,0.09960833483089479,994.5803783242791,1
23,63.77233333333345,23,2.772710144927541,0.10043668122270742,0.10176596342320744,846.0812448552056,1
24,33.32433333333336,11,3.0294848484848504,0.10480349344978165,0.11086021117682965,846.0812448552056,1
25,63.480333333333306,10,6.348033333333331,0.1091703056768559,0.11561525976408883,1214.5812125494022,1
26,28.11133333333339,8,3.513916666666674,0.11353711790393013,0.12466789407326218,846.0812448552056,1
27,38.20433333333335,6,6.367388888888892,0.11790393013100436,0.1286800286676729,846.0812448552056,1
28,9.301333333333446,4,2.3253333333333615,0.1222707423580786,0.13413053481969336,2085.4593620267638,1
29,88.79733333333331,22,4.036242424242423,0.12663755458515283,0.1354620225302599,449.14088647303686,0
30,19.39433333333318,1,19.39433333333318,0.13100436681222707,0.14812262798022452,449.14088647303686,0
31,62.77133333333313,20,3.1385666666666565,0.13537117903930132,0.15089248724840076,2085.4593620267638,1
32,25.94233333333341,7,3.70604761904763,0.13973799126637554,0.15984408069416925,1070.368409380542,1
33,45.58733333333316,13,3.5067179487179354,0.14410480349344978,0.16354710720293097,1342.728020048721,1
34,68.94333333333338,11,6.267575757575762,0.14847161572052403,0.17004977794524498,1342.728020048721,1
35,41.2493333333332,6,6.874888888888866,0.15283842794759825,0.17988095419628122,1342.728020048721,1
36,36.20333333333315,5,7.2406666666666295,0.1572052401746725,0.1857654087672972,1342.728020048721,1
