,s_dur,n_shots,ava_shot_dur,rel_id_loc,rel_t_loc,ava_char_score,is_prot_appear
3,27.28533333333334,3,9.095111111111114,0.012711864406779662,0.023660417130081223,1946.881750472795,1
4,51.24333333333334,12,4.270277777777778,0.01694915254237288,0.027505192705183083,1005.9856609812707,1
6,12.054333333333318,2,6.027166666666659,0.025423728813559324,0.03536146757392509,982.6084338040082,1
7,42.617333333333306,8,5.327166666666663,0.029661016949152543,0.03706331575910576,982.6084338040082,1
8,36.29433333333333,7,5.184904761904761,0.03389830508474576,0.04306522893136287,993.7667029151439,1
9,28.4373333333333,7,4.062476190476185,0.038135593220338986,0.04817752685271908,511.15810949462957,1
10,14.472333333333324,2,7.236166666666662,0.0423728813559322,0.052184383207361955,1033.689907872596,1
12,42.367333333333306,13,3.259025641025639,0.05084745762711865,0.05615831690366056,709.63569976386,1
13,17.14233333333334,1,17.14233333333334,0.05508474576271186,0.06212505629563534,1033.689907872596,1
14,40.54833333333329,13,3.119102564102561,0.059322033898305086,0.06454276125712216,1033.689907872596,1
15,89.99833333333333,23,3.912971014492754,0.0635593220338983,0.07025357622376265,1023.3528073743338,1
16,25.117333333333363,3,8.372444444444454,0.06779661016949153,0.08292176493024968,1033.689907872596,1
20,46.304333333333375,12,3.8586944444444478,0.0847457627118644,0.08983453831669824,1360.7133107997395,1
21,20.09533333333343,6,3.349222222222238,0.08898305084745763,0.09635519440055929,1043.9070434002376,1
22,20.89533333333327,5,4.179066666666654,0.09322033898305085,0.0991883720547411,1360.7133107997395,1
24,48.724333333333334,12,4.060361111111111,0.1016949152542373,0.1024744473038383,813.2598942052538,1
26,27.735333333333415,11,2.521393939393947,0.11016949152542373,0.1106547430365412,1014.3038124349754,1
27,12.43833333333339,3,4.1461111111111295,0.11440677966101695,0.11456283141615127,1005.9856609812707,1
28,40.498333333333335,8,5.062291666666667,0.11864406779661017,0.11631870652784561,1102.3561529660378,1
29,16.34133333333341,4,4.085333333333352,0.1228813559322034,0.12202248673842962,1102.3561529660378,1
30,35.827333333333286,16,2.2392083333333304,0.1271186440677966,0.12432749490789184,744.432076749595,1
31,18.360333333333415,4,4.590083333333354,0.13135593220338984,0.12937408820768062,1102.3561529660378,1
32,21.68033333333335,4,5.420083333333338,0.13559322033898305,0.131963159826703,1102.3561529660378,1
36,13.756333333333373,6,2.292722222222229,0.15254237288135594,0.14006114891354524,987.732837394752,1
41,42.63333333333321,6,7.105555555555536,0.17372881355932204,0.14490134247063727,998.2059010306981,1
42,55.21433333333334,1,55.21433333333334,0.17796610169491525,0.15090550676483244,998.2059010306981,1
43,48.640333333333274,1,48.640333333333274,0.18220338983050846,0.15867975637795606,981.6028720313493,1
45,12.254333333333307,1,12.254333333333307,0.1906779661016949,0.1663387766868747,1056.4962425594556,1
46,10.852333333333263,4,2.7130833333333157,0.19491525423728814,0.16806876389628123,962.512452081865,1
47,9.167333333333318,1,9.167333333333318,0.19915254237288135,0.16960149654586443,962.512452081865,1
48,26.819333333333134,5,5.363866666666627,0.2033898305084746,0.17089715791634466,636.061007603461,1
49,24.148333333333312,7,3.449761904761902,0.2076271186440678,0.1746763695650002,964.9492038117104,1
50,21.280333333333374,5,4.256066666666674,0.211864406779661,0.1780797845451193,964.9492038117104,1
51,53.5953333333332,10,5.35953333333332,0.21610169491525424,0.1810796859178394,993.0857256862532,1
53,18.643333333333203,6,3.1072222222222003,0.2245762711864407,0.19413042465867716,460.31933580736404,0
54,26.268333333333203,8,3.2835416666666504,0.2288135593220339,0.19675931299697913,790.2743468593973,1
56,21.529333333333398,8,2.6911666666666747,0.23728813559322035,0.20157601046884255,1360.7133107997395,1
58,12.58733333333339,3,4.1957777777777965,0.2457627118644068,0.2072281555699721,955.840140695841,1
61,11.60333333333324,2,5.80166666666662,0.2584745762711864,0.21008482930938252,1360.7133107997395,1
63,5.714333333333116,4,1.428583333333279,0.2669491525423729,0.2125329244170333,460.31933580736404,0
64,13.9223333333332,4,3.4805833333333,0.2711864406779661,0.21334276553425383,962.512452081865,1
66,44.119333333333316,9,4.902148148148147,0.2796610169491525,0.2183306889685317,786.341977926219,1
67,36.07733333333317,35,1.0307809523809477,0.2838983050847458,0.22454392621272512,758.4077891834098,1
68,13.772333333333336,5,2.754466666666667,0.288135593220339,0.22962569329279625,962.512452081865,1
69,12.83833333333314,11,1.1671212121211945,0.2923728813559322,0.23156925569607714,362.24980208694814,0
70,20.478333333333467,4,5.119583333333367,0.2966101694915254,0.23338140885622322,1360.7133107997395,1
72,38.61333333333346,9,4.290370370370384,0.3050847457627119,0.23805952163377425,1056.4962425594556,1
73,44.83633333333319,5,8.967266666666637,0.3093220338983051,0.24349809154102944,811.4924336081194,1
75,35.46033333333344,5,7.092066666666687,0.3177966101694915,0.25124406143480604,1134.183283089121,1
76,22.814333333333252,4,5.703583333333313,0.3220338983050847,0.2562390196251404,1056.4962425594556,1
77,92.38433333333319,22,4.199287878787872,0.326271186440678,0.2594547473136729,1056.4962425594556,1
79,15.107333333333145,2,7.553666666666572,0.3347457627118644,0.2727449491506728,1227.0141210206525,1
80,16.39133333333325,1,16.39133333333325,0.3389830508474576,0.2748763395406614,1227.0141210206525,1
81,39.41433333333316,6,6.569055555555527,0.3432203389830508,0.27718838246618005,1227.0141210206525,1
83,6.014333333333298,3,2.004777777777766,0.3516949152542373,0.2834132974054272,152.67397211867754,0
84,40.91633333333357,9,4.546259259259285,0.3559322033898305,0.28426534705898654,1056.4962425594556,1
87,56.79933333333338,10,5.679933333333338,0.3686440677966102,0.2946988751565761,1360.7133107997395,1
88,33.07433333333347,5,6.614866666666694,0.3728813559322034,0.3026961265366897,1360.7133107997395,1
89,68.66033333333371,6,11.443388888888952,0.3771186440677966,0.3073553861680094,1360.7133107997395,1
91,23.232333333333372,7,3.3189047619047676,0.3855932203389831,0.3206877965413481,813.2598942052538,1
93,10.502333333333354,1,10.502333333333354,0.3940677966101695,0.32468522632287533,1026.0146629666144,1
94,28.03633333333346,7,4.005190476190494,0.3983050847457627,0.3261687156800632,1026.0146629666144,1
95,60.18533333333335,3,20.06177777777778,0.4025423728813559,0.3301191532911332,1026.0146629666144,1
96,17.475333333333765,2,8.737666666666883,0.4067796610169492,0.33859279835139083,0.0,0
97,46.70533333333333,10,4.670533333333333,0.4110169491525424,0.34105735478821375,1134.183283089121,1
98,41.91733333333332,3,13.97244444444444,0.4152542372881356,0.34763442961564767,1134.183283089121,1
99,27.569333333333816,4,6.892333333333454,0.4194915254237288,0.35353785620311423,1134.183283089121,1
100,37.96233333333339,22,1.7255606060606086,0.423728813559322,0.3574225891926169,1134.183283089121,1
102,47.67233333333343,8,5.959041666666678,0.4322033898305085,0.36391974919124925,813.2598942052538,1
103,31.907333333333554,4,7.9768333333333885,0.4364406779661017,0.37063287620081525,1134.183283089121,1
106,69.94533333333356,20,3.497266666666678,0.4491525423728814,0.38673979436282485,1036.01325569035,1
107,59.484333333333325,17,3.4990784313725487,0.4533898305084746,0.39658662380530496,1036.01325569035,1
110,54.89633333333359,8,6.862041666666698,0.4661016949152542,0.4099543486540471,1036.01325569035,1
112,9.718333333333248,8,1.214791666666656,0.4745762711864407,0.4226412498116444,64.22891263605871,0
115,59.134333333333416,14,4.223880952380958,0.4872881355932203,0.42723719663845594,1036.01325569035,1
116,33.1583333333333,3,11.052777777777768,0.4915254237288136,0.4355629711264066,1056.4962425594556,1
118,65.24033333333364,17,3.8376666666666845,0.5,0.4451866581067755,1056.4962425594556,1
119,30.65633333333335,4,7.664083333333338,0.5042372881355932,0.45437151700434203,1056.4962425594556,1
120,46.25433333333331,5,9.250866666666662,0.5084745762711864,0.4586905758327709,1056.4962425594556,1
122,55.54733333333343,4,13.886833333333357,0.5169491525423728,0.46717589858808223,1056.4962425594556,1
123,22.64733333333379,1,22.64733333333379,0.5211864406779662,0.4749969996765419,813.2598942052538,1
125,60.902333333333445,13,4.68479487179488,0.5296610169491526,0.48156929086985745,948.8571275024614,1
126,65.72433333333356,11,5.974939393939414,0.5338983050847458,0.4901438143319648,964.2799126789995,1
127,45.420333333333474,8,5.677541666666684,0.538135593220339,0.4993967696681579,507.1464915685101,0
128,54.3123333333333,4,13.578083333333325,0.5423728813559322,0.5057930512649406,1946.881750472795,1
129,14.089333333333798,6,2.3482222222222995,0.5466101694915254,0.5134403938788055,1059.1474334551572,1
130,16.60833333333312,8,2.07604166666664,0.5508474576271186,0.5154285566354845,1134.183283089121,1
131,50.208333333333485,1,50.208333333333485,0.5550847457627118,0.5177711304022882,1030.721850280429,1
132,38.664333333333616,16,2.416520833333351,0.559322033898305,0.5248410602390382,576.0547942634838,1
133,26.784333333333507,7,3.8263333333333582,0.5635593220338984,0.530286805597471,1011.773246159878,1
136,16.024333333333743,6,2.6707222222222904,0.576271186440678,0.5381382968320946,0.0,0
137,66.64233333333323,29,2.29801149425287,0.5805084745762712,0.5403987046481588,1005.9856609812707,1
139,15.107333333333372,3,5.035777777777791,0.5889830508474576,0.5543930855664111,1134.183283089121,1
140,48.34033333333355,9,5.371148148148172,0.5932203389830508,0.5565244759563996,1134.183283089121,1
142,34.24233333333359,5,6.848466666666718,0.6016949152542372,0.5653032887343868,1056.4962425594556,1
143,36.695333333333565,11,3.335939393939415,0.6059322033898306,0.5701268802671857,1030.721850280429,1
144,21.863333333332776,7,3.1233333333332536,0.6101694915254238,0.5752955969321147,1030.721850280429,1
145,32.27333333333263,9,3.5859259259258476,0.614406779661017,0.5783775235604532,1946.881750472795,1
146,30.73933333333389,6,5.1232222222223145,0.6186440677966102,0.5829240863997482,1360.7133107997395,1
147,39.41433333333225,9,4.37937037037025,0.6228813559322034,0.5872548229232311,736.7210115170736,1
148,28.370333333333292,6,4.728388888888882,0.6271186440677966,0.5928060896225107,333.33409853183326,0
149,67.52533333333304,18,3.751407407407391,0.6313559322033898,0.596803519404038,736.7210115170736,1
150,38.58033333333333,3,12.86011111111111,0.635593220338983,0.606309866653385,712.7028141359397,1
151,29.071333333332404,10,2.9071333333332405,0.6398305084745762,0.611743793621643,712.7028141359397,1
152,46.00433333333331,11,4.182212121212118,0.6440677966101694,0.6158398506830818,712.7028141359397,1
154,37.462333333332936,12,3.121861111111078,0.652542372881356,0.6239426234040425,1004.2045170095914,1
156,11.920333333332565,1,11.920333333332565,0.6610169491525424,0.6299821021736411,998.2059010306981,1
157,38.46333333333314,4,9.615833333333285,0.6652542372881356,0.6316650972125905,95.2311939581409,0
158,23.26533333333282,1,23.26533333333282,0.6694915254237288,0.6370825628516762,1076.191037722663,1
160,32.074333333333016,9,3.5638148148147795,0.6779661016949152,0.6411127745964267,747.3980095362037,1
161,44.71933333333254,11,4.065393939393868,0.6822033898305084,0.645631339106617,1046.4877754804195,1
162,52.17733333333308,16,3.2610833333333176,0.6864406779661016,0.651928993423488,1046.4877754804195,1
163,56.21433333333334,14,4.015309523809525,0.690677966101695,0.6592759519537417,1046.4877754804195,1
165,17.642333333333227,8,2.2052916666666533,0.6991525423728814,0.6691931289567865,1046.4877754804195,1
167,19.9453333333322,4,4.98633333333305,0.7076271186440678,0.6750542063127931,448.3082435919881,0
168,40.4983333333339,5,8.099666666666781,0.711864406779661,0.6778662796988054,1060.1513701542235,1
169,62.55433333333258,12,5.2128611111110486,0.7161016949152542,0.6835700599093896,340.28374070208116,0
170,22.447333333332608,3,7.482444444444202,0.7203389830508474,0.6923770117116026,947.8327458855903,1
