,s_dur,n_shots,ava_shot_dur,rel_id_loc,rel_t_loc,ava_char_score,is_prot_appear
1,87.71233333333333,16,5.482020833333333,0.0051813471502590676,0.0041519030987056844,1304.96110078318,0
2,43.08433333333335,10,4.308433333333335,0.010362694300518135,0.013751326218816834,2380.9158135313824,1
3,70.44533333333334,15,4.696355555555556,0.015544041450777202,0.01846888577710379,944.8845940612939,0
5,47.04733333333331,10,4.704733333333332,0.025906735751295335,0.026827387048928352,1709.6160827186432,1
6,43.293333333333294,14,3.0923809523809496,0.031088082901554404,0.0319784597670143,1709.6160827186432,1
7,22.188333333333333,5,4.437666666666667,0.03626943005181347,0.03671888186640596,1709.6160827186432,1
9,60.14333333333332,11,5.467575757575756,0.046632124352331605,0.03960689118557152,1709.6160827186432,1
10,43.3773333333333,19,2.283017543859647,0.05181347150259067,0.04619053729268789,1709.6160827186432,1
11,25.48333333333335,6,4.2472222222222245,0.05699481865284974,0.05094014816458098,1709.6160827186432,1
12,23.6903333333334,4,5.92258333333335,0.06217616580310881,0.05373233171337462,1709.6160827186432,1
13,27.903333333333308,5,5.580666666666661,0.06735751295336788,0.056328378725322543,5608.7799517759895,1
14,26.818333333333385,8,3.352291666666673,0.07253886010362694,0.05938528643427604,1709.6160827186432,1
16,19.645333333333383,5,3.9290666666666767,0.08290155440414508,0.06372413729732603,2986.9774568897997,1
18,16.22533333333331,4,4.056333333333328,0.09326424870466321,0.0660053594609516,404.7698339784645,0
19,12.804333333333375,5,2.560866666666675,0.09844559585492228,0.0677848090119105,2986.9774568897997,1
20,45.795333333333474,10,4.579533333333347,0.10362694300518134,0.06919003486373432,1709.6160827186432,1
21,28.237333333333368,16,1.7648333333333355,0.10880829015544041,0.07420415111548964,1709.6160827186432,1
22,30.780333333333374,22,1.3991060606060624,0.11398963730569948,0.07729759513415116,1709.6160827186432,1
24,27.777333333333445,11,2.5252121212121312,0.12435233160621761,0.08154521461307992,2139.439873244306,1
25,27.861333333333278,21,1.326730158730156,0.12953367875647667,0.08458833916328132,1690.215353768905,1
26,28.40333333333342,24,1.1834722222222258,0.13471502590673576,0.0876406524859841,1690.215353768905,1
27,23.315333333333342,10,2.331533333333334,0.13989637305699482,0.09075225526935081,2547.1790336291983,1
28,17.55933333333337,13,1.3507179487179515,0.14507772020725387,0.09330728097548883,2547.1790336291983,1
29,10.135333333333392,3,3.378444444444464,0.15025906735751296,0.09523265698498215,1690.215353768905,1
30,23.898333333333426,7,3.4140476190476323,0.15544041450777202,0.09634592052958833,3610.6961948729704,1
31,53.595333333333315,18,2.9775185185185173,0.16062176165803108,0.09896472069249215,3610.6961948729704,1
32,61.01933333333341,14,4.358523809523815,0.16580310880829016,0.1048320801050933,2007.7330144257176,1
